문제 번호,영문 문제 내용,한국어 문제 내용,문제의 답,문제의 해설
756,A stakeholder informs the project manager about a few compliance-related gaps and issues. The stakeholder then presents several suggestions to the project manager to address the issues. What should the project manager do? A. Discuss the suggestions with the staff responsible for the compliance issues. B. Review this with the project sponsor to avoid compliance gaps and issues. C. Log the feedback from the compliance gaps in the lessons learned register. D. Use the compliance issues to identify coaching and mentoring opportunities.,프로젝트 이해관계자가 프로젝트 관리자에게 몇 가지 규정 준수 관련 차이 및 문제점에 대해 알립니다. 그런 다음 이해관계자는 문제를 해결하기 위한 몇 가지 제안을 프로젝트 관리자에게 제시합니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 규정 준수 문제 담당 직원과 제안 사항에 대해 논의합니다. B. 규정 준수 차이 및 문제를 방지하기 위해 프로젝트 후원자와 이를 검토합니다. C. 학습된 교훈 등록부에 규정 준수 차이로부터 얻은 피드백을 기록합니다. D. 코칭 및 멘토링 기회를 파악하기 위해 규정 준수 문제를 활용합니다.,A,"이해관계자의 제안을 받은 후, 프로젝트 관리자의 첫 번째 조치는 규정 준수 문제 해결에 직접적으로 책임이 있는 담당 직원과 논의하는 것입니다.  이를 통해 제안의 실행 가능성, 영향 및 필요한 조정을 평가할 수 있습니다.  후원자와의 검토(B)는 필요할 수 있지만, 담당 직원과의 논의 후에 진행되어야 합니다. 학습된 교훈 등록(C)은 프로젝트 종료 시점에 더 적합합니다. 코칭 및 멘토링 기회 파악(D)은 규정 준수 문제 해결의 주요 목표가 아닙니다.  이 질문은 문제 해결 및 의사 소통 관리 프로세스를 테스트합니다."
757,"A project team is conducting sprint planning. Based on the estimated effort, only 95% of the items included in the sprint may be delivered. The product owner asks the project manager for advice on how to prioritize the backlog items. What should be used to prioritize the backlog items? A. Technical complexity B. Business value C. Risk to delivery D. Estimation accuracy",프로젝트 팀이 스프린트 계획을 수립하고 있습니다. 예상되는 작업량을 기반으로 스프린트에 포함된 항목의 95%만 완료될 수 있습니다. 제품 책임자는 프로젝트 관리자에게 백로그 항목의 우선순위를 정하는 방법에 대한 조언을 요청합니다. 백로그 항목의 우선순위를 정하는 데 무엇을 사용해야 합니까? A. 기술적 복잡성 B. 비즈니스 가치 C. 제공 위험 D. 예측 정확도,B,"제품 백로그 항목의 우선순위는 항상 비즈니스 가치를 기준으로 정해야 합니다. 스프린트 계획의 목표는 비즈니스에 가장 큰 가치를 제공하는 항목을 완료하는 것입니다. 기술적 복잡성, 제공 위험 및 예측 정확도는 고려해야 할 중요한 요소이지만 우선순위 지정의 주요 동인은 아닙니다.  PMBOK 가이드에서는 비즈니스 가치가 우선순위 지정의 주요 기준임을 명시하고 있습니다."
758,"A project manager is leading a hybrid project that is building an app for a travel industry startup. Due to unforeseen events, the features and the overall solution will not be useable by many customers due to new travel restrictions. What should the project manager do rst? A. Release the team and help them achieve their potential on a new project. B. Pause the project if business value cannot be reached and collect lessons learned. C. Assess the environmental changes and recommend a pivot for the project. D. Ask the organization's management for advice regarding the project's direction.",여행 업계 스타트업을 위한 앱을 개발하는 하이브리드 프로젝트를 이끌고 있는 프로젝트 관리자가 있습니다. 예상치 못한 사건으로 인해 새로운 여행 제한으로 많은 고객이 기능과 전체 솔루션을 사용할 수 없게 되었습니다. 프로젝트 관리자는 가장 먼저 무엇을 해야 합니까? A. 팀을 해산하고 새로운 프로젝트에서 잠재력을 발휘하도록 지원합니다. B. 비즈니스 가치를 달성할 수 없는 경우 프로젝트를 중단하고 교훈을 수집합니다. C. 환경 변화를 평가하고 프로젝트의 방향 전환을 권장합니다. D. 조직의 경영진에게 프로젝트의 방향에 대한 조언을 구합니다.,C,"예상치 못한 외부 요인으로 인해 프로젝트의 비즈니스 가치 달성이 불가능해진 상황입니다. PMBOK 가이드에 따르면, 프로젝트가 더 이상 비즈니스 가치를 제공하지 못할 경우 프로젝트를 종료하는 것이 적절합니다. B 옵션은 프로젝트 중단 및 교훈 수집을 제시하여 손실을 최소화하고 향후 유사한 상황에 대비하는 최선의 조치입니다.  A는 성급한 결정이며, C와 D는 프로젝트 중단 후 고려할 수 있는 사항입니다.  프로젝트의 목표 달성이 불가능해진 상황에서 가장 우선시 되어야 할 것은 이해관계자의 손실을 최소화하기 위한 프로젝트 중단입니다."
759,A project being constructed in a remote rural area is nearing the end of construction. The project manager would like to share the good news with stakeholders. How should the project manager communicate with the local community? A. Email B. Meetings C. Newspapers D. Social media,프로젝트가 외딴 시골 지역에서 건설 중이며 공사가 거의 완료되고 있습니다. 프로젝트 관리자는 이해관계자들과 좋은 소식을 공유하고 싶어합니다. 지역 사회와 어떻게 소통해야 할까요? A. 이메일 B. 회의 C. 신문 D. 소셜 미디어,C,"외딴 시골 지역에서는 인터넷 접근성이 낮을 수 있으므로 이메일이나 소셜 미디어는 효과적인 소통 수단이 아닐 수 있습니다. 회의는 좋은 방법이지만, 모든 지역 주민들에게 정보를 전달하기에는 어려움이 있을 수 있습니다. 신문은 지역 사회에 널리 배포되어 프로젝트의 진행 상황과 좋은 소식을 효과적으로 알릴 수 있는 전통적인 매체입니다. 따라서 프로젝트의 특성과 지역적 상황을 고려했을 때, 신문을 통한 소통이 가장 적절합니다. 이는 PMBOK의 이해관계자 관리 및 소통 관리 지식 영역과 관련이 있습니다."
760,"During the execution of a project, a key stakeholder complains to the project manager about recent communications. The key stakeholder explains that the relevant information from the project team was incomplete and late. As a result, the key stakeholder is beginning to disengage from the project. What should the project manager do? A. Explain to the key stakeholder the way in which the project team communicates information. B. Update the communications management plan to fulll the key stakeholder's expectations about relevant information. C. Send relevant information to all key stakeholders simultaneously to ensure consistent communication. D. Ask the project sponsor to hold a meeting with the key stakeholder to ensure that the stakeholder is engaged in the project.","프로젝트 실행 중에 주요 이해관계자가 최근 의사소통에 대해 프로젝트 관리자에게 불만을 제기했습니다. 주요 이해관계자는 프로젝트 팀으로부터 받은 관련 정보가 불완전하고 늦었다고 설명했습니다. 결과적으로, 주요 이해관계자는 프로젝트에서 이탈하기 시작했습니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 프로젝트 팀이 정보를 전달하는 방식을 주요 이해관계자에게 설명합니다. B. 관련 정보에 대한 주요 이해관계자의 기대치를 충족하도록 의사소통 관리 계획을 업데이트합니다. C. 일관된 의사소통을 위해 모든 주요 이해관계자에게 관련 정보를 동시에 보냅니다. D. 프로젝트 후원자에게 주요 이해관계자와의 회의를 주선하여 이해관계자가 프로젝트에 참여하도록 요청합니다.",B,"이해관계자의 불만은 의사소통의 내용과 시기에 대한 불만족에서 비롯됩니다. 따라서 프로젝트 관리자는 주요 이해관계자의 요구사항을 반영하여 의사소통 관리 계획을 업데이트해야 합니다. 이는 PMBOK에서 강조하는 이해관계자 관리 및 의사소통 관리의 핵심 원칙입니다.  단순히 현재 의사소통 방식을 설명하는 것(A)이나 모든 이해관계자에게 동일한 정보를 보내는 것(C)은 문제의 근본적인 원인을 해결하지 못합니다. 후원자에게 회의를 요청하는 것(D)은 상황에 따라 필요할 수 있지만, 먼저 의사소통 계획을 수정하는 것이 우선입니다."
761,"A software development project completed the initiation phase. The technical design was approved by the project steering committee. Later, it was discovered that the design will impact the company's production system. A new technical design must be found and this could delay the project by 3 months. What should the project manager do rst? A. Set up a steering committee session to review the project delay. B. Continue with the approved design so that the project is not delayed. C. Log the technical design delay as a risk in the project risk log. D. Ask the steering committee to approve a new technical design.","프로젝트 개시 단계를 완료한 소프트웨어 개발 프로젝트에서 기술 설계가 프로젝트 운영위원회의 승인을 받았습니다. 이후, 해당 설계가 회사의 생산 시스템에 영향을 미칠 것이라는 사실이 발견되었습니다. 새로운 기술 설계를 찾아야 하며, 이로 인해 프로젝트가 3개월 지연될 수 있습니다. 프로젝트 관리자는 무엇을 가장 먼저 해야 합니까? A. 프로젝트 지연 검토를 위한 운영위원회 회의를 소집합니다. B. 프로젝트가 지연되지 않도록 승인된 설계를 계속 진행합니다. C. 기술 설계 지연을 프로젝트 위험 기록부에 위험으로 기록합니다. D. 운영위원회에 새로운 기술 설계 승인을 요청합니다.",A,중요한 변경 사항 발생 시 가장 먼저 해야 할 일은 관련 이해관계자(여기서는 운영위원회)에게 알리고 상황을 공유하는 것입니다. 운영위원회는 프로젝트의 주요 의사결정권자이므로 지연 및 새로운 기술 설계 필요성 등의 중요한 변경 사항에 대해 논의하고 방향을 제시해야 합니다.  위험 기록 및 새로운 설계 승인 요청은 운영위원회와의 논의 후 진행되어야 할 사항입니다. 따라서 의사소통 및 이해관계자 관리 차원에서 A가 가장 우선적인 조치입니다.
762,"During the execution of a construction project, one of the neighboring businesses is complaining that the current building height does not agree with the initial project plans. What should the project manager do rst? A. Ask the neighbor to submit a formal complaint about their concerns. B. Inform the neighbor that the complaint will be escalated to the project sponsor. C. Inform the neighbor that all of the project documentation has been approved. D. Ask the neighbor to leave the site immediately because the site is on private property.","프로젝트 실행 중, 인근 업체 중 한 곳에서 현재 건물 높이가 초기 프로젝트 계획과 일치하지 않는다고 불만을 제기하고 있습니다. 프로젝트 관리자는 가장 먼저 무엇을 해야 합니까? A. 이웃에게 우려 사항에 대한 공식적인 불만을 제출하도록 요청하십시오. B. 프로젝트 후원자에게 불만 사항을 전달할 것이라고 이웃에게 알리십시오. C. 모든 프로젝트 문서가 승인되었다고 이웃에게 알리십시오. D. 현장이 사유지이므로 즉시 현장을 떠나도록 이웃에게 요청하십시오.",A,"이해관계자 관리의 핵심은 우려 사항을 공식적인 절차를 통해 접수하고 처리하는 것입니다. 이웃의 불만은 프로젝트에 영향을 미칠 수 있는 잠재적 위험 또는 이슈로 간주되어야 합니다. 공식적인 불만 접수를 통해 프로젝트 관리자는 문제를 문서화하고, 분석하고, 적절한 조치를 취할 수 있습니다.  B, C, D는 모두 적절한 이해관계자 관리 절차를 따르지 않으며, 상황을 악화시키거나 법적 문제를 야기할 수 있습니다.  PMBOK에서 강조하는 이해관계자 참여 및 소통 관리 프로세스에 따라 공식적인 불만 접수가 첫 번째 단계입니다."
763,"A project manager has received feedback from stakeholders regarding poor communication about project progress. Weekly status reports were provided to the project management oce (PMO), and the standard communications management plan was followed. What should the project manager do? A. Create a change request for implementing an online collaboration tool. B. Distribute hard copies of status reports and conrm that messages were read. C. Perform a root cause analysis (RCA) of the existing communication approach. D. Ensure that all of the complaining stakeholders are on the distribution list.","프로젝트 관리자는 프로젝트 진행 상황에 대한 소통 부족과 관련하여 이해관계자들로부터 피드백을 받았습니다. 주간 상태 보고서는 PMO(프로젝트 관리 사무소)에 제공되었고, 표준 의사소통 관리 계획을 따랐습니다. 프로젝트 관리자는 무엇을 해야 합니까? A. 온라인 협업 도구 구현을 위한 변경 요청을 생성합니다. B. 상태 보고서의 인쇄본을 배포하고 메시지가 읽혔는지 확인합니다. C. 기존 의사소통 방식에 대한 근본 원인 분석(RCA)을 수행합니다. D. 불만을 제기한 모든 이해관계자가 배포 목록에 있는지 확인합니다.",C,"이해관계자들이 소통 부족에 대해 불만을 제기했으므로, 현재 의사소통 방식의 문제점을 파악하는 것이 우선입니다.  근본 원인 분석(RCA)을 통해 문제의 근본 원인을 찾고, 효과적인 해결책을 마련할 수 있습니다. 단순히 배포 방식을 변경하거나 새로운 도구를 도입하는 것보다 원인을 먼저 분석하는 것이 PMBOK에서 권장하는 문제 해결 접근 방식입니다.  A와 B는 RCA 없이 솔루션을 제시하는 것으로, 문제의 근본적인 해결책이 아닐 수 있습니다. D는 배포 목록 확인도 필요하지만, 근본적인 소통 문제 해결에는 도움이 되지 않을 수 있습니다. 따라서, PMBOK의 원칙에 따라 문제 해결을 위한 첫 번째 단계인 RCA를 수행하는 C가 가장 적절한 답변입니다."
764,"A project team is completing a design, while another team in a different country is performing implementation. How should the project manager communicate the design to the implementation team? A. Upload the design documents into the project repository. B. Conduct a workshop with all of the stakeholders. C. Send a detailed email with the completed design document. D. Conduct a workshop with both of the teams.",프로젝트 팀이 설계를 완료하는 동안 다른 국가의 다른 팀이 구현을 수행하고 있습니다. 프로젝트 관리자는 구현 팀에 설계를 어떻게 전달해야 합니까? A. 설계 문서를 프로젝트 저장소에 업로드합니다. B. 모든 이해관계자와 워크숍을 진행합니다. C. 완성된 설계 문서와 함께 자세한 이메일을 보냅니다. D. 두 팀 모두와 워크숍을 진행합니다.,D,"프로젝트 저장소는 공식적인 의사소통 채널이며 버전 관리를 통해 변경 사항 추적이 가능합니다. 분산된 팀 환경에서 효율적인 협업과 정보 공유를 위한 최적의 방법입니다. PMBOK에서 강조하는 정보 배포 및 형상 관리 원칙에 부합합니다.  다른 국가의 팀과 협업 시 워크숍(B, D)은 시간 및 비용 효율이 떨어지며, 이메일(C)은 공식적인 배포 및 변경 관리 측면에서 저장소보다 효과적이지 않습니다."
765,"A key project team member is out on sick leave in the middle of a critical project iteration. The project sponsor learns that any delay with the end- of-iteration release will displease the business stakeholders. Although all team members are cross-functional, they are also working close to full capacity. What should the project manager do to address this situation? A. Discuss this with the team so they can complete the work of the unavailable team member and aim for the release deadline. B. Discuss this with the team so they are able to reprioritize critical tasks and aim for the release deadline. C. Discuss this with the sponsor and hold a meeting with the stakeholders so all of the team challenges can be shared. D. Discuss the issues with the sponsor to fully convey the problem of the unavailable resource and the amount of work being done.",프로젝트 핵심 팀원이 중요한 프로젝트 반복 주기 중에 병가를 냈습니다. 프로젝트 후원자는 반복 주기 종료 시점의 출시가 지연되면 비즈니스 이해관계자들이 불만족스러워할 것이라는 것을 알고 있습니다. 모든 팀원은 다기능적이지만 거의 최대 역량으로 작업하고 있습니다. 이 상황을 해결하기 위해 프로젝트 관리자는 어떻게 해야 합니까? A. 팀과 이 문제를 논의하여 사용할 수 없는 팀원의 작업을 완료하고 출시 기한을 맞출 수 있도록 합니다. B. 팀과 이 문제를 논의하여 중요한 작업의 우선순위를 다시 정하고 출시 기한을 맞출 수 있도록 합니다. C. 후원자와 이 문제를 논의하고 이해관계자들과 회의를 열어 모든 팀의 어려움을 공유합니다. D. 후원자와 문제를 논의하여 사용할 수 없는 자원과 진행 중인 작업량에 대한 문제를 완전히 전달합니다.,B,"PMBOK 원칙에 따라 프로젝트 관리자는 먼저 팀과 문제를 논의해야 합니다. 옵션 A는 팀의 협업과 문제 해결 능력을 활용하여 부족한 자원을 보완하고 목표를 달성하는 데 초점을 맞춥니다.  다른 옵션들은 팀의 역량을 최대한 활용하기 전에 우선순위 재조정, 이해관계자 회의 또는 후원자에게 문제 전달 등 다른 조치를 제안합니다.  병가로 인한 자원 부족 상황에서 가장 먼저 해야 할 일은 팀 내부적으로 해결책을 모색하는 것입니다. 이는 팀워크와 자원 관리의 중요성을 강조하는 PMBOK의 핵심 원칙과 일치합니다."
766,A credit collection company is implementing new software to assist customer service agents when calling clients for payments. The software will benet the company by freeing up staff to work on other projects. Several business areas want to take advantage of this benet. What should the project manager do? A. Set up a stakeholder session with all teams to agree and document the benets and establish ownership. B. Ask the project sponsor to make a decision on who will own the benet and document the decision. C. Ask the project sponsor for approval to distribute the project benets equally to the business areas. D. Request all of the business areas to plan for a portion of the benet equally and include it in their stang plans.,고객 서비스 담당자가 고객에게 지불을 요청할 때 지원하는 새로운 소프트웨어를 채권 추심 회사에서 구현하고 있습니다. 이 소프트웨어는 직원들이 다른 프로젝트에 참여할 수 있도록 하여 회사에 이점을 제공할 것입니다. 여러 사업 부서는 이 이점을 활용하고 싶어합니다. 프로젝트 관리자는 무엇을 해야 합니까? A. 모든 팀과의 이해관계자 회의를 통해 이점에 동의하고 문서화하며 소유권을 설정합니다. B. 프로젝트 후원자에게 누가 이점을 소유할지 결정하고 문서화하도록 요청합니다. C. 프로젝트 후원자에게 사업 부서에 프로젝트 이점을 균등하게 분배하는 것에 대한 승인을 요청합니다. D. 모든 사업 부서에 이점의 일부를 균등하게 계획하고 직원 배치 계획에 포함하도록 요청합니다.,A,"이점은 프로젝트의 결과물이며, 이점 관리 계획에는 이점 소유자를 식별하고 이점 실현을 계획하는 것이 포함됩니다. 이점 소유자는 이점 실현에 책임이 있습니다. 프로젝트 관리자는 모든 이해관계자와 협력하여 이점을 정의하고 문서화하며 소유권을 할당해야 합니다.  이 질문은 이해관계자 참여 및 이점 관리에 대한 PMBOK의 원칙을 테스트합니다."
767,DRAG DROP - Drag the organizational characteristics on the left to the correct scenario on the right.,프로젝트 특성에 따라 알맞은 조직 구조를 연결하세요. A. 기능 중심 조직 B. 프로젝트 중심 조직 C. 강력한 매트릭스 조직 D. 약한 매트릭스 조직,정의할 수 없음 (문제 불완전),"드래그앤드롭 문제는 보기가 없으므로, 임의로 보기를 추가하여 문제를 구성해야 합니다. 보기가 없으므로 정답과 해설은 상황에 맞춰 변경될 수 있습니다.  주어진 텍스트는 드래그앤드롭 문제를 위한 지시사항일 뿐이며, 실제 문제와 보기가 필요합니다.  만약 기능 중심 조직에 대한 설명을 드래그해야 한다면, 기능 중심 조직은 프로젝트 매니저의 권한이 약하고 기능 부서 매니저의 권한이 강한 조직 구조이므로, 이에 맞는 시나리오를 선택해야 합니다. 예를 들어, ""프로젝트 매니저의 권한이 제한적이고, 기능 부서 매니저가 자원 배정에 대한 주요 결정권을 가진다"" 와 같은 설명에 연결될 수 있습니다."
768,"A project manager is leading a small project with a low budget and a short, tight schedule. Many of the stakeholders are within the organization and have varying levels of interest. Which approach should the project manager use with the stakeholders? A. Provide daily reports to maximize stakeholder communication. B. Minimize communication until project completion as it will be nished quickly. C. Share all relevant project information with the stakeholders. D. Schedule one-on-one meetings with stakeholders to provide project updates.",프로젝트 관리자는 예산이 적고 일정이 짧고 빠듯한 소규모 프로젝트를 이끌고 있습니다. 많은 이해관계자가 조직 내에 있으며 다양한 수준의 관심을 가지고 있습니다. 프로젝트 관리자는 이해관계자와 어떤 접근 방식을 사용해야 합니까? A. 이해관계자와의 소통을 극대화하기 위해 매일 보고서를 제공합니다. B. 프로젝트가 곧 완료될 것이므로 완료될 때까지 소통을 최소화합니다. C. 모든 관련 프로젝트 정보를 이해관계자와 공유합니다. D. 이해관계자와의 일대일 회의를 예약하여 프로젝트 업데이트를 제공합니다.,D,"소규모 프로젝트이고 예산이 적지만, 이해관계자의 관심도가 다양하기 때문에 효율적인 소통 전략이 필요합니다. 일대일 미팅은 각 이해관계자의 관심사에 맞춰 정보를 전달하고, 필요한 피드백을 얻기에 적합합니다.  매일 보고서는 과도한 소통이며, 소통 최소화는 위험 관리 측면에서 부적절합니다. 모든 정보 공유는 정보 과부하를 초래할 수 있습니다. 따라서 상황에 맞는 효율적인 소통 방법인 일대일 미팅(D)이 최선입니다.  이 질문은 이해관계자 관리(Stakeholder Management)의 소통 계획(Communications Planning)에 대한 이해를 묻고 있습니다."
769,A project manager is working on an enterprise resource planning (ERP) implementation project that spans divisions within and outside the country. The project manager understands the importance of gate reviews and periodic checks. Which of the following should the project manager leverage? A. Project management plan B. Governance framework C. Integration plan D. Project management oce (PMO),프로젝트 매니저는 국내외 여러 사업부에 걸쳐있는 전사적 자원 관리(ERP) 구현 프로젝트를 진행하고 있습니다. 프로젝트 매니저는 게이트 검토 및 정기 점검의 중요성을 이해하고 있습니다. 프로젝트 매니저는 다음 중 무엇을 활용해야 합니까? A. 프로젝트 관리 계획 B. 거버넌스 프레임워크 C. 통합 계획 D. 프로젝트 관리 오피스 (PMO),B,"게이트 검토 및 정기 점검은 프로젝트 거버넌스의 핵심 요소입니다. 거버넌스 프레임워크는 프로젝트의 감독 및 통제 방식을 정의하고, 여기에는 게이트 검토, 정기적인 상태 보고, 의사 결정 프로세스 등이 포함됩니다. 프로젝트 관리 계획은 거버넌스 프레임워크에서 정의된 거버넌스 활동을 실행하기 위한 지침을 제공하지만, 게이트 검토 및 정기 점검 자체를 '활용'하는 것은 아닙니다. 통합 계획은 프로젝트의 여러 구성 요소를 통합하는 방법을 다루지만, 거버넌스 활동을 직접적으로 다루지는 않습니다. PMO는 프로젝트 지원을 제공할 수 있지만, 게이트 검토 및 정기 점검을 위한 프레임워크를 제공하는 것은 거버넌스 프레임워크입니다. 따라서 게이트 검토 및 정기 점검을 활용하기 위해서는 거버넌스 프레임워크를 활용해야 합니다."
770,"A customer is concerned with the quality of the product delivery, as the production deployment is approaching. What should the project manager do next to ensure acceptance of the deliverables? A. Verify the production budget belay advancing the product. B. Test product integration in accordance with the requirements. C. Renew the approved exit criteria for the product. D. Evaluate the quality checklist product compliance.",프로덕션 배포가 다가옴에 따라 고객이 제품 품질에 대해 우려하고 있습니다. 프로젝트 관리자는 결과물의 승인을 보장하기 위해 다음에 무엇을 해야 합니까? A. 제품 생산 예산을 확인하여 제품 출시를 보류합니다. B. 요구사항에 따라 제품 통합 테스트를 수행합니다. C. 제품에 대한 승인된 종료 기준을 갱신합니다. D. 품질 체크리스트 제품 준수 여부를 평가합니다.,B,"고객이 품질에 대해 우려하는 상황에서 가장 중요한 것은 요구사항을 충족하는지 확인하는 것입니다. 따라서 제품 통합 테스트를 수행하여 요구사항 준수 여부를 확인하는 것이 가장 적절한 조치입니다. 이는 PMBOK의 품질 관리 프로세스와 연관되며, 검증(Verification) 및 확인(Validation) 활동을 통해 품질 요구사항 충족을 보장하는 것을 목표로 합니다.  B 옵션은 제품의 품질을 검증하는 활동에 해당합니다."
771,An agile team is brainstorming end prioritizing all of the risks according to severity. What should the teem do about the identied risks? A. Mitigate the risks that are applicable to the current and following iterations. B. Focus on the project deliverables rather than the documented risks. C. Agree that any issue can be handled when it becomes a problem. D. Acknowledge that the risks will be handled in the corresponding iteration.,프로젝트 팀은 심각도에 따라 모든 위험을 브레인스토밍하고 우선순위를 정하고 있습니다. 식별된 위험에 대해 팀은 무엇을 해야 합니까? A. 현재 및 다음 반복에 적용되는 위험을 완화합니다. B. 문서화된 위험보다는 프로젝트 결과물에 집중합니다. C. 모든 문제는 문제가 발생할 때 처리할 수 있다는 데 동의합니다. D. 위험은 해당 반복에서 처리될 것임을 인정합니다.,A,"애자일 방법론에서는 위험 관리가 반복적이고 지속적으로 이루어집니다. 현재 스프린트와 다음 스프린트에 영향을 미칠 가능성이 높은 위험을 우선적으로 완화하는 것이 중요합니다.  B는 위험 관리의 중요성을 간과하고 있으며, C는 적극적인 위험 관리가 아닌 수동적인 문제 해결 방식을 제시하고, D는 모든 위험이 반드시 해당 반복에서 처리된다는 보장이 없으므로 부적절합니다. 따라서 현재 및 다음 반복에 영향을 미치는 위험을 완화하는 A가 가장 적합한 답변입니다."
772,"A project manager is working with the product owner and customer stakeholders on prioritizing the product backlog and planning the product delivery dates. The customer stakeholders are asking to include several deliverables as high priority. The product manager also has technical tasks that should be added as high priority. What should the project manager do? A. Allow the customer stakeholders to dene the project priorities and set the delivery dates. B. Work with the team to estimate tasks and delivery dates, and then create a project roadmap. C. Lead the team to identity the product objectives at every delivery iteration and clarify priorities. D. Create a sprint board to allow all customer stakeholders to be aware of the task status and impediments.",프로젝트 관리자는 제품 책임자 및 고객 이해관계자와 함께 제품 백로그의 우선순위를 정하고 제품 제공 날짜를 계획하고 있습니다. 고객 이해관계자는 여러 결과물을 높은 우선순위로 포함하도록 요청하고 있습니다. 제품 관리자는 또한 높은 우선순위로 추가해야 하는 기술적 작업도 가지고 있습니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 고객 이해관계자가 프로젝트 우선순위를 정의하고 제공 날짜를 설정하도록 합니다. B. 팀과 협력하여 작업 및 제공 날짜를 추정한 다음 프로젝트 로드맵을 만듭니다. C. 팀이 모든 제공 반복에서 제품 목표를 식별하고 우선순위를 명확히 하도록 이끕니다. D. 모든 고객 이해관계자가 작업 상태와 장애물을 알 수 있도록 스프린트 보드를 만듭니다.,B,"고객 만족이 최우선입니다. 고객 이해관계자가 프로젝트의 우선순위를 정의하고 제공 날짜를 설정하도록 허용하는 것이 Agile 원칙 및 가치에 부합합니다. 프로젝트 관리자는 고객의 요구사항을 이해하고 이를 충족하기 위해 노력해야 합니다.  제품 백로그의 우선순위는 고객 가치를 기반으로 해야 하며, 이는 고객 이해관계자가 가장 잘 정의할 수 있습니다."
773,"A project has been successfully completed. The project was ahead of schedule, under budget, and delivered the expected benets. The project sponsor was satised and distributed recognition certicates to key project team members. However, the project sponsor accidentally forgot to issue a certicate to a key team member. How should the project manager treat the missed key team member to avoid disappointment and demotivation? A. Invite the team member to lunch with the business leader and project sponsor. B. Thank the team member in a public meeting for their signicant contributions to the project. C. Explain the situation to the team member and follow up with a reward and recognition for them. D. Request an additional recognition certicate for the missed team member from the project sponsor.","프로젝트가 성공적으로 완료되었습니다. 프로젝트는 예정보다 앞서 완료되었고, 예산보다 적게 소요되었으며, 기대했던 이점을 제공했습니다. 프로젝트 후원자는 만족했고 주요 프로젝트 팀원들에게 인정 증서를 배포했습니다. 그러나 프로젝트 후원자는 실수로 주요 팀원 한 명에게 증서를 발급하는 것을 잊었습니다. A. 팀원을 비즈니스 리더 및 프로젝트 후원자와 함께 점심 식사에 초대합니다. B. 공개 회의에서 프로젝트에 대한 팀원의 중요한 공헌에 대해 감사를 표합니다. C. 팀원에게 상황을 설명하고 보상과 인정을 제공합니다. D. 프로젝트 후원자에게 누락된 팀원을 위한 추가 인정 증서를 요청합니다.",C,"팀원의 사기를 유지하고 프로젝트의 성공적인 분위기를 이어가기 위해서는 누락된 인정에 대한 적절한 조치가 필요합니다. C는 팀원과의 직접적인 소통을 통해 상황을 설명하고, 단순히 증서를 전달하는 것을 넘어 적절한 보상과 인정을 제공함으로써 팀원의 기여를 인정하고 동기 부여를 유지하는 최선의 방법입니다.  PMBOK에서 강조하는 팀 관리 및 리더십의 원칙에 부합하며, 특히 개별 팀원의 동기부여 및 성과 인정의 중요성을 보여줍니다.  단순히 증서를 추가 발급하는 D는 문제의 근본적인 해결책이 아니며, A와 B는 상황에 대한 충분한 설명 없이 진행될 경우 오히려 팀원에게 혼란을 야기할 수 있습니다."
774,"A customized module is being implemented into an off-the-shelf enterprise resource planning (ERP) solution. The project scope has been clearly dened by the sponsor, and the project manager is close to starting user acceptance testing. However, the newly elected government introduced a signicant package of taxation reforms. What should the project manager do? A. Contact the nance team and ask for advice. B. Put the project on hold and wait for information. C. Assess the potential impact with the project team. D. Continue with user testing as planned.","프로젝트 매니저는 기성 ERP 솔루션에 맞춤형 모듈을 구현하고 있습니다. 프로젝트 범위는 스폰서에 의해 명확하게 정의되었으며, 사용자 승인 테스트를 시작하기 직전입니다. 그러나 새로 선출된 정부가 중요한 세제 개혁안을 발표했습니다. 프로젝트 매니저는 어떻게 해야 합니까? A. 재무팀에 연락하여 조언을 구한다. B. 프로젝트를 보류하고 정보를 기다린다. C. 프로젝트 팀과 함께 잠재적 영향을 평가한다. D. 계획대로 사용자 테스트를 계속한다.",C,"새로 발표된 세제 개혁안은 프로젝트 범위, 비용, 일정 등에 영향을 미칠 수 있는 외부 요인입니다. PMBOK에 따라 프로젝트 매니저는 변경 사항이 프로젝트에 미치는 영향을 평가하고 필요한 경우 변경 요청을 제기해야 합니다. 따라서 프로젝트 팀과 함께 잠재적 영향을 평가하는 것이 가장 적절한 조치입니다. 재무팀의 조언을 구하는 것도 도움이 될 수 있지만, 그 전에 프로젝트에 미치는 영향을 먼저 파악하는 것이 중요합니다. 프로젝트를 보류하거나 계획대로 진행하는 것은 영향 평가 없이 성급한 결정입니다."
